**Coletado no dia 12/07 por Gustavo Guedes,,,,,,
disciplina,turma,nome,professor,departamento,ano/periodo,horario
MA70G,S56,Equações Diferenciais Ordinárias,PAULA BENEVIDES - Paula Francis Benevides,DAMAT,2022/2,"5T1,5T2,6T1,6T2"
MA70K,S43,Pré-Cálculo,PAULA OLGA - Paula Olga Gneri,DAMAT,2022/2,"3M2,3M3,5M2,5M3"
MA71A,S61,Cálculo Diferencial E Integral 1,PAULA OLGA - Paula Olga Gneri,DAMAT,2022/2,"3M4,3M5,4M4,4M5,5M4,5M5"
MA71A,S11,Cálculo Diferencial E Integral 1,PRISCILA SF - Priscila Savulski Ferreira,DAMAT,2022/2,"2T4,2T5,5T4,5T5,6T4,6T5"
MA71A,S15,Cálculo Diferencial E Integral 1,PRISCILA SF - Priscila Savulski Ferreira,DAMAT,2022/2,"2T1,2T2,2T3,5T1,5T2,5T3"
MA72A,S23,Cálculo Diferencial E Integral 2,RIVA - Evandro Riva,DAMAT,2022/2,"2M3,2M4,4M1,4M2"
MA72A,S25,Cálculo Diferencial E Integral 2,RIVA - Evandro Riva,DAMAT,2022/2,"2M1,2M2,4T2,4T3"
MA73J,S83,Cálculo Diferencial A,RIVA - Evandro Riva,DAMAT,2022/2,"3M1,3M2,5M1,5M2,5M3"
MA72A,S43,Cálculo Diferencial E Integral 2,RODOLFO GB - Rodolfo Gotardi Begiato,DAMAT,2022/2,"3M1,3M2,5M1,5M2"
MA72A,S55,Cálculo Diferencial E Integral 2,RODOLFO GB - Rodolfo Gotardi Begiato,DAMAT,2022/2,"4M4,4M5,5M4,5M5"
MA71A,S21,Cálculo Diferencial E Integral 1,RODRIGO - Rodrigo Garcia Eustaquio,DAMAT,2022/2,"3N4,3N5,4N1,4N2,5N1,5T6"
MA71A,S81,Cálculo Diferencial E Integral 1,RODRIGO - Rodrigo Garcia Eustaquio,DAMAT,2022/2,"2T5,2T6,3N1,3T6,6T5,6T6"
MA72A,S15,Cálculo Diferencial E Integral 2,RONIE - Ronie Peterson Dario,DAMAT,2022/2,"4M5,4M6,5M5,5M6"
MA72A,S71,Cálculo Diferencial E Integral 2,RONIE - Ronie Peterson Dario,DAMAT,2022/2,"3M1,3M2,5M2,5M3"
MA75J,S83,Cálculo De Funções De Várias Variáveis Reais A,RONIE - Ronie Peterson Dario,DAMAT,2022/2,"3M1,3M2,5M1,5M2,5M3"
MA71B,S15,Geometria Analítica E Álgebra Linear,RONILSON - Raimundo Ronilson Leal Do Rosario,DAMAT,2022/2,"3T1,3T2,4T1,4T2,5T4,5T5"
MA71B,S25,Geometria Analítica E Álgebra Linear,RONILSON - Raimundo Ronilson Leal Do Rosario,DAMAT,2022/2,"2T1,2T2,3M3,3M4,4M5,4M6"
MA70C,S25,Cálculo Numérico,ROY - Roy Wilhelm Probst,DAMAT,2022/2,"3M1,3M2,5M1,5M2"
MA70C,S56,Cálculo Numérico,ROY - Roy Wilhelm Probst,DAMAT,2022/2,"3M1,3M2,5M1,5M2"
MA73A,S23,Cálculo Diferencial E Integral 3,ROY - Roy Wilhelm Probst,DAMAT,2022/2,"4M4,4M5,6M2,6M3"
MA73A,S71,Cálculo Diferencial E Integral 3,ROY - Roy Wilhelm Probst,DAMAT,2022/2,"4M4,4M5,6M2,6M3"
MA24,PMAT,Trabalho De Conclusão De Curso,RUDIMAR - Rudimar Luiz Nos,DAMAT,2022/2,"6T1,6T2,6T3,6T4"
MA72A,S41,Cálculo Diferencial E Integral 2,SAMPAIO - Julio Cesar Santos Sampaio,DAMAT,2022/2,"3T3,3T4,4T3,4T4"
MA72A,S51,Cálculo Diferencial E Integral 2,SAMPAIO - Julio Cesar Santos Sampaio,DAMAT,2022/2,"3T5,3T6,4N1,4N2"
MA72A,S61,Cálculo Diferencial E Integral 2,SAMPAIO - Julio Cesar Santos Sampaio,DAMAT,2022/2,"3T1,3T2,4T5,4T6"
MA71B,S73,Geometria Analítica E Álgebra Linear,THAIS - Thais Mariane Biembengut Faria,DAMAT,2022/2,"2T2,2T3,5T5,5T6,6T4,6T5"
MA71B,S81,Geometria Analítica E Álgebra Linear,THAIS - Thais Mariane Biembengut Faria,DAMAT,2022/2,"3T3,3T4,3T5,4T4,4T5,4T6"
MA74C,S15,Cálculo 4 B,TORREJON - Jorge Luis Torrejon Matos,DAMAT,2022/2,"3M2,3M3,4M1,4M2"
MA74C,S23,Cálculo 4 B,TORREJON - Jorge Luis Torrejon Matos,DAMAT,2022/2,"2M3,2M4,3M5,3M6"
MA74C,S25,Cálculo 4 B,TORREJON - Jorge Luis Torrejon Matos,DAMAT,2022/2,"2M5,2M6,4M5,4M6"
ME75J,S43,Mecânica Dos Fluidos 2,ADMILSON - Admilson Teixeira Franco,DAMEC,2022/2,"2T2,2T3,3T2,3T3"
ME72B,S41,Fundamentos De Engenharia De Segurança Do Trabalho,ADRIANO LIMA - Adriano Araujo De Lima,DAMEC,2022/2,"2N1,2N2,2N3"
ME78J,S41,Engenharia Econômica,ADRIANO LIMA - Adriano Araujo De Lima,DAMEC,2022/2,"3N1,3N2"
ME78J,S43,Engenharia Econômica,ADRIANO LIMA - Adriano Araujo De Lima,DAMEC,2022/2,"6N1,6T6"
ME78K,S41,Análise De Custos Industriais,ADRIANO LIMA - Adriano Araujo De Lima,DAMEC,2022/2,"3N3,3N4,3N5"
ME76F,S41,Usinagem Convencional,ALOISIO - Aloisio Jose Schuitek,DAMEC,2022/2,"2N1,2N2,2T4,2T5,2T6"
ME76F,S42,Usinagem Convencional,ALOISIO - Aloisio Jose Schuitek,DAMEC,2022/2,"5N1,5N2,5T4,5T5,5T6"
ME73H,S41,Estática,ANA PAULA C - Ana Paula Carvalho Da Silva Ferreira,DAMEC,2022/2,"2T5,2T6,3T5,3T6"
EDS50,PGEM,Estudo Dirigido Em Mecânica Dos Sólidos: Mecânica Da Fratura E Polinômios De Chaos,AVILA - Claudio Roberto Avila Da Silva Junior,DAMEC,2022/2,"6T2,6T3,6T4"
ME75H,S43,Mecânica Dos Sólidos 1,AVILA - Claudio Roberto Avila Da Silva Junior,DAMEC,2022/2,"2T4,2T5,2T6,5T2,5T3,5T4"
ME74H,S41,Dinâmica,BARBIERI - Nilson Barbieri,DAMEC,2022/2,"3N1,3N2,5T5,5T6"
ME77A,S43,Vibrações,BARBIERI - Nilson Barbieri,DAMEC,2022/2,"3T3,3T4,5T2,5T3"
ME60J,S41,Trabalho De Conclusão De Curso 2,BELTRAO - Paulo Andre De Camargo Beltrao,DAMEC,2022/2,"7M2,7M3,7M4,7M5"
ME79D,E01,Trabalho De Conclusão De Curso 2,BELTRAO - Paulo Andre De Camargo Beltrao,DAMEC,2022/2,"7M2,7M3,7M4,7M5"
ME7BG,S01,Processos De Usinagem Não Convencionais,BELTRAO - Paulo Andre De Camargo Beltrao,DAMEC,2022/2,"3N1,3N2,3T6"
ME7BZ,S01,Gestão De Carreira,BELTRAO - Paulo Andre De Camargo Beltrao,DAMEC,2022/2,"2N1,2T6,4T4,4T5"
ME73A,S41,Desenho Auxiliado Por Computador 2,CARARO - Nilton Luiz Cararo,DAMEC,2022/2,"2N1,2N2"
ME73A,S42,Desenho Auxiliado Por Computador 2,CARARO - Nilton Luiz Cararo,DAMEC,2022/2,"4N1,4N2"
ME7DK,S01,Modelagem Geométrica Avançada,CARARO - Nilton Luiz Cararo,DAMEC,2022/2,"6N1,6N2,6N3,6N4"
ME75A,S15,Metodologia De Projetos,CARLA - Carla Cristina Amodio Estorilio,DAMEC,2022/2,"5T2,5T3,5T4"
ME79I,S01,Gerenciamento De Projetos,CARLA - Carla Cristina Amodio Estorilio,DAMEC,2022/2,"4T3,4T4,4T5"
ME79I,S41,Gerenciamento De Projetos,CARLA - Carla Cristina Amodio Estorilio,DAMEC,2022/2,"2N1,2N2,2N3"
EDM51,PGEM,Estudo Dirigido Em Polimeros E Compósitos,CARLOS HS - Carlos Henrique Da Silva,DAMEC,2022/2,"3M3,3M4,3M5"
ME76D,S15,Elementos De Máquinas,CARLOS HS - Carlos Henrique Da Silva,DAMEC,2022/2,"2M3,2M4,6M3,6M4"
ME78H,S43,Elementos De Máquinas 2,CARLOS HS - Carlos Henrique Da Silva,DAMEC,2022/2,"5T4,5T5,6T4,6T5"
EDN50,PGEM,Estudo Dirigido Em Inventário Do Ciclo De Vida,CASSIA - Cassia Maria Lie Ugaya,DAMEC,2022/2,"5T1,5T2,5T3"
ME76K,S41,Gestão Ambiental,CASSIA - Cassia Maria Lie Ugaya,DAMEC,2022/2,"3T2,3T3"
ME76K,S43,Gestão Ambiental,CASSIA - Cassia Maria Lie Ugaya,DAMEC,2022/2,"2T3,2T4"
ME79B,S15,Qualidade E Meio Ambiente,CASSIA - Cassia Maria Lie Ugaya,DAMEC,2022/2,"3T5,3T6"
ME72B,S42,Fundamentos De Engenharia De Segurança Do Trabalho,CLEINA - Cleina Yayoe Okoshi,DAMEC,2022/2,"6N1,6N2,6N3"
ME72B,S43,Fundamentos De Engenharia De Segurança Do Trabalho,CLEINA - Cleina Yayoe Okoshi,DAMEC,2022/2,"6T4,6T5,6T6"
ME79C,S15,Engenharia De Segurança Do Trabalho A,CLEINA - Cleina Yayoe Okoshi,DAMEC,2022/2,"4T5,4T6"
ME7BM,S01,Produção Enxuta,CLEINA - Cleina Yayoe Okoshi,DAMEC,2022/2,"4N1,4N2,4N3,4N4"
ME71A,S41,Desenho Técnico,CZIULIK - Carlos Cziulik,DAMEC,2022/2,"5T1,5T2,5T3"
ME77I,S01,Metodologia De Projeto De Produto,CZIULIK - Carlos Cziulik,DAMEC,2022/2,"4T4,4T5,4T6"
ME77I,S41,Metodologia De Projeto De Produto,CZIULIK - Carlos Cziulik,DAMEC,2022/2,"3N1,3N2,3T6"
ME77E,S42,Pneumática E Hidráulica,DAMEC -,DAMEC,2022/2,2N4
ME72A,S01,Desenho Auxiliado Por Computador 1,DAVID - David Kretschek,DAMEC,2022/2,"3T1,3T2,3T3"
ME72A,S42,Desenho Auxiliado Por Computador 1,DAVID - David Kretschek,DAMEC,2022/2,"6T1,6T2,6T3"
ME72G,S01,Desenho De Máquinas 1,DAVID - David Kretschek,DAMEC,2022/2,"3N1,3N2"
ME72G,S15,Desenho De Máquinas 1,DAVID - David Kretschek,DAMEC,2022/2,"3M1,3M2"
ME73G,S15,Desenho De Máquinas 2,DAVID - David Kretschek,DAMEC,2022/2,"6T5,6T6"
ME71A,S43,Desenho Técnico,EDENILSON - Edenilson Wichinescki,DAMEC,2022/2,"6M1,6M2,6M3"
ME71G,S16,Desenho Técnico,EDENILSON - Edenilson Wichinescki,DAMEC,2022/2,"2T4,2T5,2T6"
ME73G,S01,Desenho De Máquinas 2,EDENILSON - Edenilson Wichinescki,DAMEC,2022/2,"4T5,4T6"
ME74I,S41,Ensaios De Materiais,EUCLIDES - Euclides Alexandre Bernardelli,DAMEC,2022/2,"3T3,3T4,3T5,3T6"
ME74I,S44,Ensaios De Materiais,EUCLIDES - Euclides Alexandre Bernardelli,DAMEC,2022/2,"2T3,2T4,2T5,2T6"
ME75B,S15,Processos De Soldagem,EUCLIDES - Euclides Alexandre Bernardelli,DAMEC,2022/2,"5M1,5M2"
ME75B,S16,Processos De Soldagem,EUCLIDES - Euclides Alexandre Bernardelli,DAMEC,2022/2,"5M3,5M4"
ME76I,S41,Soldagem,FABIO M - Fabio Martins,DAMEC,2022/2,"5T4,5T5,5T6"
ME76I,S42,Soldagem,FABIO M - Fabio Martins,DAMEC,2022/2,"2T4,2T5,2T6"
ME76I,S43,Soldagem,FABIO M - Fabio Martins,DAMEC,2022/2,"4M3,4M4,4M5"
ME76I,S44,Soldagem,FABIO M - Fabio Martins,DAMEC,2022/2,"2M3,2M4,2M5"
ME74D,S15,Fenômenos De Transporte A,GERMER - Eduardo Matos Germer,DAMEC,2022/2,"2M4,2M5,2M6"
ME75J,S41,Mecânica Dos Fluidos 2,GERMER - Eduardo Matos Germer,DAMEC,2022/2,"3T4,3T5,4T4,4T5"
ME78G,S43,Laboratório De Ciências Térmicas,GERMER - Eduardo Matos Germer,DAMEC,2022/2,"3M4,3M5"
ME78G,S44,Laboratório De Ciências Térmicas,GERMER - Eduardo Matos Germer,DAMEC,2022/2,"3T1,3T2"
ME7CD,S01,Fundamentos De Desgaste,GIUSEPPE - Giuseppe Pintaude,DAMEC,2022/2,"5N1,5N2,5T5,5T6"
ME74E,S15,Dinâmica,HILBETH - Hilbeth Parente Azikri De Deus,DAMEC,2022/2,"5M4,5M5,6M3,6M4"
ME76E,S15,Princípios De Mecânica Racional,HILBETH - Hilbeth Parente Azikri De Deus,DAMEC,2022/2,"2M1,2M2,6M1,6M2"
PMS02,PGEM,Análise Numérica Aplicada,HILBETH - Hilbeth Parente Azikri De Deus,DAMEC,2022/2,"4T2,4T3,4T4,4T5"
ELSC01,S01,Smart Challenges,HIOKI - Daniel Hioki,DAMEC,2022/2,"2N3,2N4"
ELSP01,S01,Smart Projects,HIOKI - Daniel Hioki,DAMEC,2022/2,"2N1,2N2"
ME76F,S44,Usinagem Convencional,HIOKI - Daniel Hioki,DAMEC,2022/2,"4M2,4M3,4M4,4M5,4M6"
ME72A,S41,Desenho Auxiliado Por Computador 1,IRAPUAN SANTOS - Irapuan Santos,DAMEC,2022/2,"4T1,4T2,4T3"
ME72A,S43,Desenho Auxiliado Por Computador 1,IRAPUAN SANTOS - Irapuan Santos,DAMEC,2022/2,"2T1,2T2,2T3"
ME72A,S44,Desenho Auxiliado Por Computador 1,IRAPUAN SANTOS - Irapuan Santos,DAMEC,2022/2,"2T4,2T5,2T6"
PSV08,PGEM,Mecânica Dos Materiais Compostos Laminados,IVAN MB - Ivan Moura Belo,DAMEC,2022/2,"2T3,2T4,2T5,2T6"
ME73I,S41,Tratamentos Térmicos,JULIO - Julio Cesar Klein Das Neves,DAMEC,2022/2,"4N1,4N2,4N3,4T6"
ME73I,S42,Tratamentos Térmicos,JULIO - Julio Cesar Klein Das Neves,DAMEC,2022/2,"3N1,3N2,3N3,3N4"
PDF09,PGEM,Metalurgia Física,JULIO - Julio Cesar Klein Das Neves,DAMEC,2022/2,"2N1,2N2,2T5,2T6"
ME77G,S43,Transferência De Calor 2,JUNQUEIRA - Silvio Luiz De Mello Junqueira,DAMEC,2022/2,"3T1,3T2,5M5,5M6"
ME71G,S01,Desenho Técnico,KAMPA - Josmael Roberto Kampa,DAMEC,2022/2,"2M2,2M3,2M4"
ME72G,S16,Desenho De Máquinas 1,KAMPA - Josmael Roberto Kampa,DAMEC,2022/2,"3M1,3M2"
ME73A,S43,Desenho Auxiliado Por Computador 2,KAMPA - Josmael Roberto Kampa,DAMEC,2022/2,"3M3,3M4"
ME73A,S44,Desenho Auxiliado Por Computador 2,KAMPA - Josmael Roberto Kampa,DAMEC,2022/2,"5M3,5M4"
FI70E,S21,Fenômenos De Transporte 2,KOZLIK - Antonio Kozlik Junior,DAMEC,2022/2,"4N3,4N4,4N5"
FI70E,S23,Fenômenos De Transporte 2,KOZLIK - Antonio Kozlik Junior,DAMEC,2022/2,"3M4,3M5,3M6"
ME08D,E51,Manutenção Industrial,KOZLIK - Antonio Kozlik Junior,DAMEC,2022/2,"6T5,6T6"
ME79H,S41,Manutenção Mecânica,KOZLIK - Antonio Kozlik Junior,DAMEC,2022/2,"3N1,3N2"
ME79H,S43,Manutenção Mecânica,KOZLIK - Antonio Kozlik Junior,DAMEC,2022/2,"5T4,5T5"
ME78D,S41,Trabalho De Conclusão De Curso 1,LABIAK - Silvestre Labiak Junior,DAMEC,2022/2,"3N3,3N4,7M2,7M3,7M4,7M5"
ME78D,S43,Trabalho De Conclusão De Curso 1,LABIAK - Silvestre Labiak Junior,DAMEC,2022/2,"3N1,3T6,7M2,7M3"
ME78I,S41,Empreendedorismo,LABIAK - Silvestre Labiak Junior,DAMEC,2022/2,"4N3,4N4"
ME78I,S43,Empreendedorismo,LABIAK - Silvestre Labiak Junior,DAMEC,2022/2,"4N1,4T6"
PGT1022DB,PGTE,Desenvolvimento Tecnológico Sustentável,LABIAK - Silvestre Labiak Junior,DAMEC,2022/2,"3M2,3M3,3M4,3M5"
ME7DN,S01,Simulação De Projetos Mecânicos,LAERCIO JAVAREZ - Laercio Javarez Junior,DAMEC,2022/2,"2N1,2T4,2T5,2T6"
ME06G,E51,Controladores Lógico Programáveis,LAUS - Luis Paulo Laus,DAMEC,2022/2,"3M4,3M5,3M6"
ME77E,S43,Pneumática E Hidráulica,LAUS - Luis Paulo Laus,DAMEC,2022/2,"4M2,4M3,4M4,4M5"
ME78C,S15,Robótica,LAUS - Luis Paulo Laus,DAMEC,2022/2,"3T4,3T5,3T6,4T5,4T6"
EDN51,PGEM,Estudo Dirigido Em Processos De Fabricação.,LUCAS BERTI - Lucas Freitas Berti,DAMEC,2022/2,"3T2,3T3,3T4"
ME74I,S42,Ensaios De Materiais,LUCAS BERTI - Lucas Freitas Berti,DAMEC,2022/2,"2N1,2N2,2N3,2N4"
ME75G,S41,Termodinâmica 2,LUCIANO R - Luciano Fernando Dos Santos Rossi,DAMEC,2022/2,"3N1,3T6,5N2,5N3"
ME75G,S43,Termodinâmica 2,LUCIANO R - Luciano Fernando Dos Santos Rossi,DAMEC,2022/2,"3M4,3M5,4M4,4M5"
ME7AH,S01,Tópicos Em Sistemas Termofluidomecânicos 1,LUCIANO R - Luciano Fernando Dos Santos Rossi,DAMEC,2022/2,"5T3,5T4,5T5"
ME75E,S15,Mecanismos,LUCIANO ZART - Luciano Zart Olanyk,DAMEC,2022/2,"5T5,5T6,6T1,6T2"
ME76A,S41,Mecanismos,LUCIANO ZART - Luciano Zart Olanyk,DAMEC,2022/2,"3T4,3T5,6N1,6T6"
ME76A,S43,Mecanismos,LUCIANO ZART - Luciano Zart Olanyk,DAMEC,2022/2,"5M4,5M5,6M4,6M5"
ME74F,S15,Mecânica Dos Sólidos 1,LUERSEN - Marco Antonio Luersen,DAMEC,2022/2,"2M1,2M2,2M3,5M1,5M2,5M3"
PSV06,PGEM,Técnicas De Otimização,LUERSEN - Marco Antonio Luersen,DAMEC,2022/2,"3T3,3T4,3T5,3T6"
ME77I,S43,Metodologia De Projeto De Produto,M AURELIO - Marco Aurelio De Carvalho,DAMEC,2022/2,"2T4,2T5,2T6"
ME79I,S43,Gerenciamento De Projetos,M AURELIO - Marco Aurelio De Carvalho,DAMEC,2022/2,"4N1,4N2,4T6"
ME7DE,S01,Criatividade E Inovaçao,M AURELIO - Marco Aurelio De Carvalho,DAMEC,2022/2,"3T4,3T5,3T6"
ME73I,S43,Tratamentos Térmicos,MAFRA - Marcio Mafra,DAMEC,2022/2,"5M3,5M4,5M5,5M6"
ME73I,S44,Tratamentos Térmicos,MAFRA - Marcio Mafra,DAMEC,2022/2,"3M3,3M4,3M5,3M6"
EE1806,PGEI,Estudos Especiais Em Programação Matemática,MAGATAO - Leandro Magatao,DAMEC,2022/2,"6M2,6M3,6M4,6M5"
ME08G,E51,Manufatura Integrada,MAGATAO - Leandro Magatao,DAMEC,2022/2,"3T1,3T2"
ME7BF,S01,Pesquisa Operacional,MAGATAO - Leandro Magatao,DAMEC,2022/2,"2N1,2N2,2N3,2T6"
OSI0039,PGEI,Otimização De Sistemas,MAGATAO - Leandro Magatao,DAMEC,2022/2,"4M2,4M3,4M4,4M5"
ET55E,N21,Elementos De Mecânica,MALDANER - Marcelo Maldaner,DAMEC,2022/2,"4N1,4N2,4N3"
ME76H,S41,Mecânica Dos Sólidos 2,MALDANER - Marcelo Maldaner,DAMEC,2022/2,"3N1,3T6,5N3,5N4"
ME76H,S43,Mecânica Dos Sólidos 2,MALDANER - Marcelo Maldaner,DAMEC,2022/2,"5T3,5T4,5T5,5T6"
ME72C,S15,Fundamentos De Ciência Dos Materiais,MARCIA - Marcia Silva De Araujo,DAMEC,2022/2,"3M3,3M4,3M5,3M6"
ME75I,S41,Materiais Cerâmicos E Poliméricos,MARCIA - Marcia Silva De Araujo,DAMEC,2022/2,"2T4,2T5,2T6"
ME75I,S43,Materiais Cerâmicos E Poliméricos,MARCIA - Marcia Silva De Araujo,DAMEC,2022/2,"5M4,5M5,5M6"
ME78B,S02,Manufatura Integrada,MARCIO SOUZA - Marcio Alves Sodre De Souza,DAMEC,2022/2,"6N1,6N2,6N3,6N4"
ME78F,S15,Projeto Integrador 2,MARCIO SOUZA - Marcio Alves Sodre De Souza,DAMEC,2022/2,"2T3,2T4,2T5"
ME7BR,S01,Tecnologia Assistiva,MARCIO SOUZA - Marcio Alves Sodre De Souza,DAMEC,2022/2,"4N1,4N2,4N3"
ME7BT,S01,Manufatura Avançada E Indústria 4.0,MARCIO SOUZA - Marcio Alves Sodre De Souza,DAMEC,2022/2,3N2
ME71A,S42,Desenho Técnico,MARIA G - Maria Das Gracas Contim Garcia,DAMEC,2022/2,"5N1,5N2,5N3"
ME71A,S44,Desenho Técnico,MARIA G - Maria Das Gracas Contim Garcia,DAMEC,2022/2,"6M4,6M5,6M6"
ME71G,S15,Desenho Técnico,MARIA G - Maria Das Gracas Contim Garcia,DAMEC,2022/2,"2T4,2T5,2T6"
EBEE29,PGEB,Estudos Especiais Em Encapsulação De Ativos,MARJORIE - Marjorie Benegra,DAMEC,2022/2,"3M2,3M3,3M4,3M5"
ME72I,S41,Materiais Metálicos,MARJORIE - Marjorie Benegra,DAMEC,2022/2,"4T4,4T5,6T4,6T5"
ME73C,S15,Tratamento E Propriedades Dos Materiais,MARJORIE - Marjorie Benegra,DAMEC,2022/2,"4M2,4M3,6T1,6T2"
ME74C,S15,Conformação E Fundição,MARO - Maro Roger Guerios,DAMEC,2022/2,"6M5,6M6"
ME75F,S41,Fundição E Conformação Plástica,MARO - Maro Roger Guerios,DAMEC,2022/2,"4N1,4T6,6T4,6T5"
ME75F,S43,Fundição E Conformação Plástica,MARO - Maro Roger Guerios,DAMEC,2022/2,"3T4,3T5,4T2,4T3"
ME72D,S41,Metrologia Mecânica,MIKOS - Walter Luis Mikos,DAMEC,2022/2,"2T1,2T2,2T3"
ME72D,S43,Metrologia Mecânica,MIKOS - Walter Luis Mikos,DAMEC,2022/2,"2T4,2T5,2T6"
ME73D,S15,Metrologia Mecânica A,MIKOS - Walter Luis Mikos,DAMEC,2022/2,"4T1,4T2,4T3,4T4"
ME73D,S16,Metrologia Mecânica A,MIKOS - Walter Luis Mikos,DAMEC,2022/2,"4T1,4T2,4T3,4T4"
ME0AQ,E51,Usinagem De Engrenagens,MIRALDO - Miraldo Matuichuk,DAMEC,2022/2,"5T4,5T5,5T6"
ME74G,S41,Termodinâmica 1,MOISES NETO - Moises Alves Marcelino Neto,DAMEC,2022/2,"3T1,3T2,5T1,5T2"
ME7AM,S01,Máquinas De Fluxo,MOISES NETO - Moises Alves Marcelino Neto,DAMEC,2022/2,"5T4,5T5,5T6"
ME76G,S43,Transferência De Calor 1,NEGRAO - Cezar Otaviano Ribeiro Negrao,DAMEC,2022/2,"3T1,3T2,5T1,5T2"
ME73E,S15,Estática,OLIENICK - Eduardo Gregorio Olienick Filho,DAMEC,2022/2,"4M4,4M5,6T3,6T4"
ME77H,S41,Elementos De Máquinas 1,OLIENICK - Eduardo Gregorio Olienick Filho,DAMEC,2022/2,"5N1,5T6,6T1,6T2"
ME75C,S15,Usinagem,P AMARAL - Pedro Luiz Fiad Do Amaral,DAMEC,2022/2,"6T3,6T4,6T5,6T6"
ME75C,S16,Usinagem,P AMARAL - Pedro Luiz Fiad Do Amaral,DAMEC,2022/2,"6M3,6M4,6M5,6M6"
ME77F,S42,Usinagem Cnc,P AMARAL - Pedro Luiz Fiad Do Amaral,DAMEC,2022/2,"5N2,5N3,5N4"
ME72I,S43,Materiais Metálicos,P BORGES - Paulo Cesar Borges,DAMEC,2022/2,"4T2,4T3,6T2,6T3"
PMM14,PGEM,Técnicas De Análises De Materiais,P BORGES - Paulo Cesar Borges,DAMEC,2022/2,"5T1,5T2,5T3,5T4"
ME77G,S41,Transferência De Calor 2,PAULO HS - Paulo Henrique Dias Dos Santos,DAMEC,2022/2,"2T4,2T5,3T4,3T5"
ME7AS,S01,Sistemas De Potência A Vapor,PAULO HS - Paulo Henrique Dias Dos Santos,DAMEC,2022/2,"4N1,4T5,4T6"
PMT07,PGEM,Transferência De Calor E Mecânica Dos Fluidos Computacional,PAULO HS - Paulo Henrique Dias Dos Santos,DAMEC,2022/2,"2T1,2T2,4T1,4T2"
ME77C,S15,Usinagem Cnc,POLLI - Milton Luiz Polli,DAMEC,2022/2,"6T2,6T3,6T4"
ME77F,S41,Usinagem Cnc,POLLI - Milton Luiz Polli,DAMEC,2022/2,"2N1,2N2,2T6"
PMN01,PGEM,Manufatura Auxiliada Por Computador - Cad/Cam,POLLI - Milton Luiz Polli,DAMEC,2022/2,"5T2,5T3,5T4,5T5"
ME74I,S43,Ensaios De Materiais,RICARDO - Ricardo Fernando Dos Reis,DAMEC,2022/2,"4M2,4M3,4M4,4M5"
ME08C,E51,Gestão Industrial,RIECHI - Jorge Luiz De Sa Riechi,DAMEC,2022/2,"3T3,3T4"
ME74J,S41,Mecânica Dos Fluidos 1,RIGOBERTO - Rigoberto Eleazar Melgarejo Morales,DAMEC,2022/2,"2T5,2T6,5T3,5T4"
ME74J,S43,Mecânica Dos Fluidos 1,RIGOBERTO - Rigoberto Eleazar Melgarejo Morales,DAMEC,2022/2,"2M1,2M2,5M1,5M2"
PMT10,PGEM,Escoamentos Bifásicos Líquido-Gás Em Tubulações,RIGOBERTO - Rigoberto Eleazar Melgarejo Morales,DAMEC,2022/2,"2M4,2M5,5M4,5M5"
ME76G,S41,Transferência De Calor 1,RODRIGO SCH - Rodrigo Schlischting,DAMEC,2022/2,"3N2,3N3,6N2,6N3"
ME78G,S41,Laboratório De Ciências Térmicas,RODRIGO SCH - Rodrigo Schlischting,DAMEC,2022/2,"5N3,5N4"
ME78G,S42,Laboratório De Ciências Térmicas,RODRIGO SCH - Rodrigo Schlischting,DAMEC,2022/2,"5N1,5N2"
EL71D,S16,Introdução À Engenharia Mecatrônica,RODRIGUES - Luiz Carlos De Abreu Rodrigues,DAMEC,2022/2,"4T3,4T4"
ME77B,S15,Programação De Robôs,RODRIGUES - Luiz Carlos De Abreu Rodrigues,DAMEC,2022/2,"6T5,6T6"
ME7BT,S01,Manufatura Avançada E Indústria 4.0,RODRIGUES - Luiz Carlos De Abreu Rodrigues,DAMEC,2022/2,3N1
ME08F,E51,Normas E Sistemas De Gestão,ROSO - Joao Carlos Roso,DAMEC,2022/2,"3T5,3T6"
ME75K,S41,Sistemas De Gestão Da Qualidade,ROSO - Joao Carlos Roso,DAMEC,2022/2,"2N3,2N4"
ME75K,S43,Sistemas De Gestão Da Qualidade,ROSO - Joao Carlos Roso,DAMEC,2022/2,"4T4,4T5"
ME79B,S15,Qualidade E Meio Ambiente,ROSO - Joao Carlos Roso,DAMEC,2022/2,"3T5,3T6,5T5,5T6"
ME7BK,S01,Controle Estatístico Do Processo,ROSO - Joao Carlos Roso,DAMEC,2022/2,"5N1,5N2,5N3,5N4"
ME75D,S01,Pneumática E Hidráulica,RUY - Ruy Somei Nakayama,DAMEC,2022/2,"5N1,5N2,5N3,5N4"
ME77E,S41,Pneumática E Hidráulica,RUY - Ruy Somei Nakayama,DAMEC,2022/2,"6N1,6N2,6N3,6T6"
ME77E,S42,Pneumática E Hidráulica,RUY - Ruy Somei Nakayama,DAMEC,2022/2,2N1
ME77E,S44,Pneumática E Hidráulica,RUY - Ruy Somei Nakayama,DAMEC,2022/2,"4T1,4T2,4T3,4T4"
ME7BT,S01,Manufatura Avançada E Indústria 4.0,RUY - Ruy Somei Nakayama,DAMEC,2022/2,3N3
ME07E,E51,Pneumática,SALAMON - Celso Salamon,DAMEC,2022/2,"5M3,5M4,5M5"
